char1,char2,score,char_set,sub
K,“,0.206896551724138,default,-2.0
K,”,0.177966101694915,default,-2.0
K,™,0.262068965517241,default,-2.0
L,L,1.0,default,2.0
L,M,0.29585798816568,default,-2.0
L,N,0.409448818897638,default,-1.0
L,O,0.34453781512605,default,-2.0
L,P,0.572815533980582,default,0.0
L,Q,0.294117647058824,default,-2.0
L,R,0.573913043478261,default,0.0
L,S,0.311926605504587,default,-2.0
L,T,0.67816091954023,default,0.0
L,U,0.462264150943396,default,-1.0
L,V,0.241666666666667,default,-2.0
L,W,0.186440677966102,default,-2.0
L,X,0.32258064516129,default,-2.0
L,Y,0.324561403508772,default,-2.0
L,Z,0.339285714285714,default,-2.0
L,\,0.240963855421687,default,-2.0
L,^,0.155555555555556,default,-2.0
L,_,0.152777777777778,default,-2.0
L,`,0.111111111111111,default,-2.0
L,a,0.296296296296296,default,-2.0
L,b,0.485714285714286,default,-1.0
L,c,0.355555555555556,default,-2.0
L,d,0.375,default,-2.0
L,e,0.3,default,-2.0
L,f,0.476744186046512,default,-1.0
L,g,0.32258064516129,default,-2.0
L,h,0.455357142857143,default,-1.0
L,i,0.486842105263158,default,-1.0
L,j,0.452380952380952,default,-1.0
L,k,0.414414414414414,default,-1.0
L,l,0.525641025641026,default,0.0
L,m,0.319148936170213,default,-2.0
L,n,0.415841584158416,default,-1.0
L,o,0.356435643564356,default,-2.0
L,p,0.35,default,-2.0
L,q,0.355932203389831,default,-2.0
L,r,0.4,default,-1.0
L,s,0.24,default,-2.0
L,t,0.58974358974359,default,0.0
L,u,0.383177570093458,default,-2.0
L,v,0.240384615384615,default,-2.0
L,w,0.231884057971014,default,-2.0
L,x,0.296296296296296,default,-2.0
L,y,0.252173913043478,default,-2.0
L,z,0.262135922330097,default,-2.0
L,~,0.179487179487179,default,-2.0
L,°,0.182926829268293,default,-2.0
L,é,0.277777777777778,default,-2.0
L,—,0.156626506024096,default,-2.0
L,‘,0.164383561643836,default,-2.0
L,’,0.164383561643836,default,-2.0
L,“,0.164705882352941,default,-2.0
L,”,0.166666666666667,default,-2.0
L,™,0.234782608695652,default,-2.0
M,M,1.0,default,2.0
M,N,0.387978142076503,default,-2.0
M,O,0.230366492146597,default,-2.0
M,P,0.267379679144385,default,-2.0
M,Q,0.236453201970443,default,-2.0
M,R,0.326424870466321,default,-2.0
M,S,0.231638418079096,default,-2.0
M,T,0.262857142857143,default,-2.0
M,U,0.314285714285714,default,-2.0
M,V,0.391304347826087,default,-2.0
M,W,0.383495145631068,default,-2.0
M,X,0.306010928961749,default,-2.0
M,Y,0.27683615819209,default,-2.0
M,Z,0.236263736263736,default,-2.0
M,\,0.148387096774194,default,-2.0
M,^,0.162337662337662,default,-2.0
M,_,0.0533333333333333,default,-2.0
M,`,0.054421768707483,default,-2.0
M,a,0.242774566473988,default,-2.0
M,b,0.283333333333333,default,-2.0
M,c,0.158823529411765,default,-2.0
M,d,0.331395348837209,default,-2.0
M,e,0.17816091954023,default,-2.0
M,f,0.2625,default,-2.0
M,g,0.231958762886598,default,-2.0
M,h,0.307692307692308,default,-2.0
M,i,0.245033112582781,default,-2.0
M,j,0.238993710691824,default,-2.0
M,k,0.310734463276836,default,-2.0
M,l,0.26797385620915,default,-2.0
M,m,0.352331606217617,default,-2.0
M,n,0.252873563218391,default,-2.0
M,o,0.247058823529412,default,-2.0
M,p,0.234375,default,-2.0
M,q,0.25668449197861,default,-2.0
M,r,0.2125,default,-2.0
M,s,0.177514792899408,default,-2.0
M,t,0.228395061728395,default,-2.0
M,u,0.259887005649718,default,-2.0
M,v,0.299363057324841,default,-2.0
M,w,0.317204301075269,default,-2.0
M,x,0.228571428571429,default,-2.0
M,y,0.288235294117647,default,-2.0
M,z,0.191860465116279,default,-2.0
M,~,0.0986842105263158,default,-2.0
M,°,0.116883116883117,default,-2.0
M,é,0.176795580110497,default,-2.0
M,—,0.089171974522293,default,-2.0
M,‘,0.0738255033557047,default,-2.0
M,’,0.0810810810810811,default,-2.0
M,“,0.12987012987013,default,-2.0
M,”,0.123376623376623,default,-2.0
M,™,0.247126436781609,default,-2.0
N,N,1.0,default,2.0
N,O,0.291390728476821,default,-2.0
N,P,0.349315068493151,default,-2.0
N,Q,0.241176470588235,default,-2.0
N,R,0.421052631578947,default,-1.0
N,S,0.280575539568345,default,-2.0
N,T,0.340740740740741,default,-2.0
N,U,0.450381679389313,default,-1.0
N,V,0.268965517241379,default,-2.0
N,W,0.276041666666667,default,-2.0
N,X,0.442028985507246,default,-1.0
N,Y,0.309859154929577,default,-2.0
N,Z,0.233333333333333,default,-2.0
N,\,0.131147540983607,default,-2.0
N,^,0.219298245614035,default,-2.0
N,_,0.0535714285714286,default,-2.0
N,`,0.0747663551401869,default,-2.0
N,a,0.25,default,-2.0
N,b,0.37410071942446,default,-2.0
N,c,0.217054263565891,default,-2.0
N,d,0.268456375838926,default,-2.0
N,e,0.240601503759398,default,-2.0
N,f,0.35,default,-2.0
N,g,0.283870967741935,default,-2.0
N,h,0.414285714285714,default,-1.0
N,i,0.309734513274336,default,-2.0
N,j,0.319327731092437,default,-2.0
N,k,0.333333333333333,default,-2.0
N,l,0.350877192982456,default,-2.0
N,m,0.284883720930233,default,-2.0
N,n,0.338345864661654,default,-2.0
N,o,0.255474452554745,default,-2.0
N,p,0.313333333333333,default,-2.0
N,q,0.274509803921569,default,-2.0
N,r,0.294117647058824,default,-2.0
N,s,0.2421875,default,-2.0
N,t,0.292682926829268,default,-2.0
N,u,0.297872340425532,default,-2.0
N,v,0.261538461538462,default,-2.0
N,w,0.265432098765432,default,-2.0
N,x,0.325757575757576,default,-2.0
N,y,0.26056338028169,default,-2.0
N,z,0.204379562043796,default,-2.0
N,~,0.114035087719298,default,-2.0
N,°,0.147826086956522,default,-2.0
N,é,0.244604316546763,default,-2.0
N,—,0.0916666666666667,default,-2.0
N,‘,0.100917431192661,default,-2.0
N,’,0.111111111111111,default,-2.0
N,“,0.175438596491228,default,-2.0
N,”,0.166666666666667,default,-2.0
N,™,0.246478873239437,default,-2.0
O,O,1.0,default,2.0
O,P,0.26241134751773,default,-2.0
O,Q,0.714285714285714,default,1.0
O,R,0.270967741935484,default,-2.0
O,S,0.282258064516129,default,-2.0
O,T,0.285714285714286,default,-2.0
O,U,0.474137931034483,default,-1.0
O,V,0.222222222222222,default,-2.0
O,W,0.20855614973262,default,-2.0
O,X,0.232876712328767,default,-2.0
O,Y,0.210144927536232,default,-2.0
O,Z,0.22962962962963,default,-2.0
O,\,0.166666666666667,default,-2.0
O,^,0.153846153846154,default,-2.0
O,_,0.0645161290322581,default,-2.0
O,`,0.0909090909090909,default,-2.0
O,a,0.2,default,-2.0
O,b,0.246376811594203,default,-2.0
O,c,0.277777777777778,default,-2.0
O,d,0.259259259259259,default,-2.0
O,e,0.258620689655172,default,-2.0
O,f,0.254385964912281,default,-2.0
O,g,0.208053691275168,default,-2.0
O,h,0.243055555555556,default,-2.0
O,i,0.277227722772277,default,-2.0
O,j,0.254545454545455,default,-2.0
O,k,0.193103448275862,default,-2.0
O,l,0.238532110091743,default,-2.0
O,m,0.209580838323353,default,-2.0
O,n,0.251968503937008,default,-2.0
O,o,0.233870967741935,default,-2.0
O,p,0.236111111111111,default,-2.0
O,q,0.257142857142857,default,-2.0
O,r,0.261682242990654,default,-2.0
O,s,0.166666666666667,default,-2.0
O,t,0.320754716981132,default,-2.0
O,u,0.251908396946565,default,-2.0
O,v,0.218487394957983,default,-2.0
O,w,0.26530612244898,default,-2.0
O,x,0.181818181818182,default,-2.0
O,y,0.221374045801527,default,-2.0
O,z,0.186991869918699,default,-2.0
O,~,0.102040816326531,default,-2.0
O,°,0.118811881188119,default,-2.0
O,é,0.262295081967213,default,-2.0
O,—,0.0576923076923077,default,-2.0
O,‘,0.134831460674157,default,-2.0
O,’,0.122222222222222,default,-2.0
O,“,0.127450980392157,default,-2.0
O,”,0.117647058823529,default,-2.0
O,™,0.234375,default,-2.0
P,P,1.0,default,2.0
P,Q,0.227848101265823,default,-2.0
P,R,0.730434782608696,default,1.0
P,S,0.364406779661017,default,-2.0
P,T,0.673469387755102,default,0.0
P,U,0.320610687022901,default,-2.0
P,V,0.368852459016393,default,-2.0
P,W,0.273743016759777,default,-2.0
P,X,0.3,default,-2.0
P,Y,0.330708661417323,default,-2.0
P,Z,0.344,default,-2.0
P,\,0.21,default,-2.0
P,^,0.207920792079208,default,-2.0
P,_,0.10989010989011,default,-2.0
P,`,0.0888888888888889,default,-2.0
P,a,0.385964912280702,default,-2.0
P,b,0.403225806451613,default,-1.0
P,c,0.346153846153846,default,-2.0
P,d,0.34375,default,-2.0
P,e,0.357798165137615,default,-2.0
P,f,0.45,default,-1.0
P,g,0.328467153284672,default,-2.0
P,h,0.4140625,default,-1.0
P,i,0.393617021276596,default,-2.0
P,j,0.372549019607843,default,-2.0
P,k,0.411290322580645,default,-1.0
P,l,0.427083333333333,default,-1.0
P,m,0.416666666666667,default,-1.0
P,n,0.504672897196262,default,0.0
P,o,0.409090909090909,default,-1.0
P,p,0.525423728813559,default,0.0
P,q,0.328358208955224,default,-2.0
P,r,0.397959183673469,default,-2.0
P,s,0.290909090909091,default,-2.0
P,t,0.463917525773196,default,-1.0
P,u,0.456140350877193,default,-1.0
P,v,0.348623853211009,default,-2.0
P,w,0.305555555555556,default,-2.0
P,x,0.316666666666667,default,-2.0
P,y,0.317073170731707,default,-2.0
P,z,0.233333333333333,default,-2.0
P,~,0.134020618556701,default,-2.0
P,°,0.161616161616162,default,-2.0
P,é,0.344827586206897,default,-2.0
P,—,0.0961538461538462,default,-2.0
P,‘,0.131868131868132,default,-2.0
P,’,0.131868131868132,default,-2.0
P,“,0.193877551020408,default,-2.0
P,”,0.171717171717172,default,-2.0
P,™,0.290322580645161,default,-2.0
Q,Q,1.0,default,2.0
Q,R,0.245614035087719,default,-2.0
Q,S,0.215277777777778,default,-2.0
Q,T,0.253521126760563,default,-2.0
Q,U,0.416666666666667,default,-1.0
Q,V,0.23972602739726,default,-2.0
Q,W,0.186274509803922,default,-2.0
Q,X,0.225,default,-2.0
Q,Y,0.203947368421053,default,-2.0
Q,Z,0.213333333333333,default,-2.0
Q,\,0.134453781512605,default,-2.0
Q,^,0.133333333333333,default,-2.0
Q,_,0.0747663551401869,default,-2.0
Q,`,0.0769230769230769,default,-2.0
Q,a,0.178082191780822,default,-2.0
Q,b,0.205128205128205,default,-2.0
Q,c,0.241935483870968,default,-2.0
Q,d,0.223684210526316,default,-2.0
Q,e,0.218045112781955,default,-2.0
Q,f,0.223076923076923,default,-2.0
Q,g,0.209876543209877,default,-2.0
Q,h,0.226415094339623,default,-2.0
Q,i,0.218487394957983,default,-2.0
Q,j,0.21259842519685,default,-2.0
Q,k,0.251655629139073,default,-2.0
Q,l,0.208,default,-2.0
Q,m,0.184782608695652,default,-2.0
Q,n,0.206896551724138,default,-2.0
Q,o,0.207142857142857,default,-2.0
Q,p,0.220125786163522,default,-2.0
Q,q,0.271523178807947,default,-2.0
Q,r,0.217741935483871,default,-2.0
Q,s,0.181818181818182,default,-2.0
Q,t,0.278688524590164,default,-2.0
Q,u,0.224489795918367,default,-2.0
Q,v,0.183823529411765,default,-2.0
Q,w,0.224242424242424,default,-2.0
Q,x,0.194444444444444,default,-2.0
Q,y,0.189189189189189,default,-2.0
Q,z,0.191176470588235,default,-2.0
Q,~,0.107142857142857,default,-2.0
Q,°,0.131578947368421,default,-2.0
Q,é,0.231884057971014,default,-2.0
Q,—,0.0672268907563025,default,-2.0
Q,‘,0.114285714285714,default,-2.0
Q,’,0.10377358490566,default,-2.0
Q,“,0.129310344827586,default,-2.0
Q,”,0.111111111111111,default,-2.0
Q,™,0.216783216783217,default,-2.0
R,R,1.0,default,2.0
R,S,0.44,default,-1.0
R,T,0.564102564102564,default,0.0
R,U,0.306122448979592,default,-2.0
R,V,0.328571428571429,default,-2.0
R,W,0.260204081632653,default,-2.0
R,X,0.446043165467626,default,-1.0
R,Y,0.296551724137931,default,-2.0
R,Z,0.355072463768116,default,-2.0
R,\,0.176470588235294,default,-2.0
R,^,0.226086956521739,default,-2.0
R,_,0.0909090909090909,default,-2.0
R,`,0.073394495412844,default,-2.0
R,a,0.351145038167939,default,-2.0
R,b,0.388489208633094,default,-2.0
R,c,0.31404958677686,default,-2.0
R,d,0.364285714285714,default,-2.0
R,e,0.325396825396825,default,-2.0
R,f,0.378151260504202,default,-2.0
R,g,0.405594405594406,default,-1.0
R,h,0.449275362318841,default,-1.0
R,i,0.327433628318584,default,-2.0
R,j,0.31404958677686,default,-2.0
R,k,0.503875968992248,default,0.0
R,l,0.356521739130435,default,-2.0
R,m,0.368098159509202,default,-2.0
R,n,0.428571428571429,default,-1.0
R,o,0.37007874015748,default,-2.0
R,p,0.485074626865672,default,-1.0
R,q,0.368055555555556,default,-2.0
R,r,0.333333333333333,default,-2.0
R,s,0.267716535433071,default,-2.0
R,t,0.387931034482759,default,-2.0
R,u,0.412213740458015,default,-1.0
R,v,0.286821705426357,default,-2.0
R,w,0.26219512195122,default,-2.0
R,x,0.351145038167939,default,-2.0
R,y,0.292857142857143,default,-2.0
R,z,0.265151515151515,default,-2.0
R,~,0.121739130434783,default,-2.0
R,°,0.165217391304348,default,-2.0
R,é,0.305970149253731,default,-2.0
R,—,0.0901639344262295,default,-2.0
R,‘,0.109090909090909,default,-2.0
R,’,0.109090909090909,default,-2.0
R,“,0.20353982300885,default,-2.0
R,”,0.184210526315789,default,-2.0
R,™,0.251748251748252,default,-2.0
S,S,1.0,default,2.0
S,T,0.330275229357798,default,-2.0
S,U,0.232,default,-2.0
S,V,0.243697478991597,default,-2.0
S,W,0.174157303370787,default,-2.0
S,X,0.32520325203252,default,-2.0
S,Y,0.271186440677966,default,-2.0
S,Z,0.273504273504274,default,-2.0
S,\,0.133333333333333,default,-2.0
S,^,0.211764705882353,default,-2.0
S,_,0.0789473684210526,default,-2.0
S,`,0.112676056338028,default,-2.0
S,a,0.311320754716981,default,-2.0
S,b,0.313559322033898,default,-2.0
S,c,0.301075268817204,default,-2.0
S,d,0.296610169491525,default,-2.0
S,e,0.264705882352941,default,-2.0
S,f,0.285714285714286,default,-2.0
S,g,0.429824561403509,default,-1.0
S,h,0.317073170731707,default,-2.0
S,i,0.230769230769231,default,-2.0
S,j,0.247422680412371,default,-2.0
S,k,0.322033898305085,default,-2.0
S,l,0.25531914893617,default,-2.0
S,m,0.233333333333333,default,-2.0
S,n,0.256637168141593,default,-2.0
S,o,0.283018867924528,default,-2.0
S,p,0.267716535433071,default,-2.0
S,q,0.282258064516129,default,-2.0
S,r,0.216494845360825,default,-2.0
S,s,0.32258064516129,default,-2.0
S,t,0.268041237113402,default,-2.0
S,u,0.336363636363636,default,-2.0
S,v,0.242718446601942,default,-2.0
S,w,0.198581560283688,default,-2.0
S,x,0.323809523809524,default,-2.0
S,y,0.254385964912281,default,-2.0
S,z,0.277227722772277,default,-2.0
S,~,0.151898734177215,default,-2.0
S,°,0.185185185185185,default,-2.0
S,é,0.268518518518519,default,-2.0
S,—,0.0681818181818182,default,-2.0
S,‘,0.150684931506849,default,-2.0
S,’,0.150684931506849,default,-2.0
S,“,0.180722891566265,default,-2.0
S,”,0.154761904761905,default,-2.0
S,™,0.21551724137931,default,-2.0
T,T,1.0,default,2.0
T,U,0.353448275862069,default,-2.0
T,V,0.301724137931034,default,-2.0
T,W,0.211428571428571,default,-2.0
T,X,0.296875,default,-2.0
T,Y,0.443396226415094,default,-1.0
T,Z,0.321739130434783,default,-2.0
T,\,0.235294117647059,default,-2.0
T,^,0.191011235955056,default,-2.0
T,_,0.148648648648649,default,-2.0
T,`,0.108108108108108,default,-2.0
T,a,0.339622641509434,default,-2.0
T,b,0.373913043478261,default,-2.0
T,c,0.362637362637363,default,-2.0
T,d,0.368421052631579,default,-2.0
T,e,0.346938775510204,default,-2.0
T,f,0.535714285714286,default,0.0
T,g,0.307086614173228,default,-2.0
T,h,0.341463414634146,default,-2.0
T,i,0.474358974358974,default,-1.0
T,j,0.441860465116279,default,-1.0
T,k,0.370689655172414,default,-2.0
T,l,0.5125,default,0.0
T,m,0.352517985611511,default,-2.0
T,n,0.367924528301887,default,-2.0
T,o,0.287037037037037,default,-2.0
T,p,0.413793103448276,default,-1.0
T,q,0.372881355932203,default,-2.0
T,r,0.457831325301205,default,-1.0
T,s,0.272727272727273,default,-2.0
T,t,0.555555555555556,default,0.0
T,u,0.388888888888889,default,-2.0
T,v,0.31,default,-2.0
T,w,0.237410071942446,default,-2.0
T,x,0.290909090909091,default,-2.0
T,y,0.339449541284404,default,-2.0
T,z,0.257142857142857,default,-2.0
T,~,0.146341463414634,default,-2.0
T,°,0.192771084337349,default,-2.0
T,é,0.320754716981132,default,-2.0
T,—,0.152941176470588,default,-2.0
T,‘,0.16,default,-2.0
T,’,0.16,default,-2.0
T,“,0.202380952380952,default,-2.0
T,”,0.219512195121951,default,-2.0
T,™,0.241379310344828,default,-2.0
U,U,1.0,default,2.0
U,V,0.26984126984127,default,-2.0
U,W,0.277456647398844,default,-2.0
U,X,0.215277777777778,default,-2.0
U,Y,0.236641221374046,default,-2.0
U,Z,0.229007633587786,default,-2.0
U,\,0.1875,default,-2.0
U,^,0.116504854368932,default,-2.0
U,_,0.0804597701149425,default,-2.0
U,`,0.0963855421686747,default,-2.0
U,a,0.217741935483871,default,-2.0
U,b,0.346774193548387,default,-2.0
U,c,0.266666666666667,default,-2.0
U,d,0.352459016393443,default,-2.0
U,e,0.247787610619469,default,-2.0
U,f,0.326923076923077,default,-2.0
U,g,0.223776223776224,default,-2.0
U,h,0.298507462686567,default,-2.0
U,i,0.319148936170213,default,-2.0
U,j,0.343434343434343,default,-2.0
U,k,0.292307692307692,default,-2.0
U,l,0.368421052631579,default,-2.0
U,m,0.23125,default,-2.0
U,n,0.294117647058824,default,-2.0
U,o,0.298245614035088,default,-2.0
U,p,0.272058823529412,default,-2.0
U,q,0.305343511450382,default,-2.0
U,r,0.287128712871287,default,-2.0
U,s,0.163793103448276,default,-2.0
U,t,0.336633663366337,default,-2.0
U,u,0.282258064516129,default,-2.0
U,v,0.217391304347826,default,-2.0
U,w,0.248275862068966,default,-2.0
U,x,0.188976377952756,default,-2.0
U,y,0.201550387596899,default,-2.0
U,z,0.155737704918033,default,-2.0
U,~,0.10752688172043,default,-2.0
U,°,0.125,default,-2.0
U,é,0.231404958677686,default,-2.0
U,—,0.138297872340426,default,-2.0
U,‘,0.116279069767442,default,-2.0
U,’,0.129411764705882,default,-2.0
U,“,0.122448979591837,default,-2.0
U,”,0.123711340206186,default,-2.0
U,™,0.1953125,default,-2.0
V,V,1.0,default,2.0
V,W,0.423841059602649,default,-1.0
V,X,0.290076335877863,default,-2.0
V,Y,0.457943925233645,default,-1.0
V,Z,0.28099173553719,default,-2.0
V,\,0.285714285714286,default,-2.0
V,^,0.197802197802198,default,-2.0
V,_,0.1,default,-2.0
V,`,0.103896103896104,default,-2.0
V,a,0.294642857142857,default,-2.0
V,b,0.319672131147541,default,-2.0
V,c,0.309278350515464,default,-2.0
V,d,0.325,default,-2.0
V,e,0.310679611650485,default,-2.0
V,f,0.211009174311927,default,-2.0
V,g,0.22463768115942,default,-2.0
V,h,0.272727272727273,default,-2.0
V,i,0.242105263157895,default,-2.0
V,j,0.186915887850467,default,-2.0
V,k,0.265625,default,-2.0
V,l,0.203883495145631,default,-2.0
V,m,0.256578947368421,default,-2.0
V,n,0.298245614035088,default,-2.0
V,o,0.378640776699029,default,-2.0
V,p,0.31496062992126,default,-2.0
V,q,0.32,default,-2.0
V,r,0.24,default,-2.0
V,s,0.205607476635514,default,-2.0
V,t,0.303030303030303,default,-2.0
V,u,0.378378378378378,default,-2.0
V,v,0.488888888888889,default,-1.0
V,w,0.33587786259542,default,-2.0
V,x,0.271929824561404,default,-2.0
V,y,0.46078431372549,default,-1.0
V,z,0.216216216216216,default,-2.0
V,~,0.141176470588235,default,-2.0
V,°,0.172413793103448,default,-2.0
V,é,0.288288288288288,default,-2.0
V,—,0.147727272727273,default,-2.0
V,‘,0.139240506329114,default,-2.0
V,’,0.139240506329114,default,-2.0
V,“,0.181818181818182,default,-2.0
V,”,0.183908045977011,default,-2.0
V,™,0.214876033057851,default,-2.0
W,W,1.0,default,2.0
W,X,0.236559139784946,default,-2.0
W,Y,0.307228915662651,default,-2.0
W,Z,0.227272727272727,default,-2.0
W,\,0.173611111111111,default,-2.0
W,^,0.188811188811189,default,-2.0
W,_,0.0492957746478873,default,-2.0
W,`,0.0579710144927536,default,-2.0
W,a,0.226190476190476,default,-2.0
W,b,0.206521739130435,default,-2.0
W,c,0.189873417721519,default,-2.0
W,d,0.242937853107345,default,-2.0
W,e,0.202453987730061,default,-2.0
W,f,0.148809523809524,default,-2.0
W,g,0.204188481675393,default,-2.0
W,h,0.211640211640212,default,-2.0
W,i,0.162337662337662,default,-2.0
W,j,0.139393939393939,default,-2.0
W,k,0.205405405405405,default,-2.0
W,l,0.149068322981366,default,-2.0
W,m,0.26,default,-2.0
W,n,0.236686390532544,default,-2.0
W,o,0.23030303030303,default,-2.0
W,p,0.225806451612903,default,-2.0
W,q,0.20855614973262,default,-2.0
W,r,0.170886075949367,default,-2.0
W,s,0.151515151515152,default,-2.0
W,t,0.20253164556962,default,-2.0
W,u,0.266272189349112,default,-2.0
W,v,0.326530612244898,default,-2.0
W,w,0.388235294117647,default,-2.0
W,x,0.177142857142857,default,-2.0
W,y,0.3125,default,-2.0
W,z,0.187878787878788,default,-2.0
W,~,0.0821917808219178,default,-2.0
W,°,0.116438356164384,default,-2.0
W,é,0.2,default,-2.0
W,—,0.0945945945945946,default,-2.0
W,‘,0.0785714285714286,default,-2.0
W,’,0.0863309352517986,default,-2.0
W,“,0.122448979591837,default,-2.0
W,”,0.123287671232877,default,-2.0
W,™,0.195402298850575,default,-2.0
X,X,1.0,default,2.0
X,Y,0.379032258064516,default,-2.0
X,Z,0.440677966101695,default,-1.0
X,\,0.149532710280374,default,-2.0
X,^,0.291666666666667,default,-2.0
X,_,0.0842105263157895,default,-2.0
X,`,0.0869565217391304,default,-2.0
X,a,0.25,default,-2.0
X,b,0.27536231884058,default,-2.0
X,c,0.224137931034483,default,-2.0
X,d,0.234042553191489,default,-2.0
X,e,0.229508196721311,default,-2.0
X,f,0.204918032786885,default,-2.0
X,g,0.373134328358209,default,-2.0
X,h,0.326086956521739,default,-2.0
X,i,0.1875,default,-2.0
X,j,0.19327731092437,default,-2.0
X,k,0.393700787401575,default,-2.0
X,l,0.208695652173913,default,-2.0
X,m,0.211764705882353,default,-2.0
X,n,0.234848484848485,default,-2.0
X,o,0.217054263565891,default,-2.0
X,p,0.246575342465753,default,-2.0
X,q,0.25,default,-2.0
X,r,0.241071428571429,default,-2.0
X,s,0.241379310344828,default,-2.0
X,t,0.220338983050847,default,-2.0
X,u,0.217391304347826,default,-2.0
X,v,0.330357142857143,default,-2.0
X,w,0.258278145695364,default,-2.0
X,x,0.391304347826087,default,-2.0
X,y,0.333333333333333,default,-2.0
X,z,0.293103448275862,default,-2.0
X,~,0.131313131313131,default,-2.0
X,°,0.181818181818182,default,-2.0
X,é,0.253968253968254,default,-2.0
X,—,0.12621359223301,default,-2.0
X,‘,0.117021276595745,default,-2.0
X,’,0.129032258064516,default,-2.0
X,“,0.166666666666667,default,-2.0
X,”,0.168316831683168,default,-2.0
X,™,0.208955223880597,default,-2.0
Y,Y,1.0,default,2.0
Y,Z,0.453703703703704,default,-1.0
Y,\,0.294117647058824,default,-2.0
Y,^,0.206521739130435,default,-2.0
Y,_,0.0975609756097561,default,-2.0
Y,`,0.10126582278481,default,-2.0
Y,a,0.256410256410256,default,-2.0
Y,b,0.225563909774436,default,-2.0
Y,c,0.277227722772277,default,-2.0
Y,d,0.248062015503876,default,-2.0
Y,e,0.268518518518519,default,-2.0
Y,f,0.326732673267327,default,-2.0
Y,g,0.266666666666667,default,-2.0
Y,h,0.26865671641791,default,-2.0
Y,i,0.304347826086957,default,-2.0
Y,j,0.228571428571429,default,-2.0
Y,k,0.291338582677165,default,-2.0
Y,l,0.26,default,-2.0
Y,m,0.237179487179487,default,-2.0
Y,n,0.25,default,-2.0
Y,o,0.309090909090909,default,-2.0
Y,p,0.251851851851852,default,-2.0
Y,q,0.246268656716418,default,-2.0
Y,r,0.326315789473684,default,-2.0
Y,s,0.224299065420561,default,-2.0
Y,t,0.336734693877551,default,-2.0
Y,u,0.270491803278689,default,-2.0
Y,v,0.545454545454545,default,0.0
Y,w,0.351145038167939,default,-2.0
Y,x,0.300884955752212,default,-2.0
Y,y,0.606382978723404,default,0.0
Y,z,0.304761904761905,default,-2.0
Y,~,0.151162790697674,default,-2.0
Y,°,0.181818181818182,default,-2.0
Y,é,0.306306306306306,default,-2.0
Y,—,0.131868131868132,default,-2.0
Y,‘,0.15,default,-2.0
Y,’,0.15,default,-2.0
Y,“,0.191011235955056,default,-2.0
Y,”,0.166666666666667,default,-2.0
Y,™,0.231404958677686,default,-2.0
Z,Z,1.0,default,2.0
Z,\,0.123711340206186,default,-2.0
Z,^,0.235955056179775,default,-2.0
Z,_,0.141025641025641,default,-2.0
Z,`,0.0886075949367089,default,-2.0
Z,a,0.23728813559322,default,-2.0
Z,b,0.246153846153846,default,-2.0
Z,c,0.230769230769231,default,-2.0
Z,d,0.212121212121212,default,-2.0
Z,e,0.214285714285714,default,-2.0
Z,f,0.231481481481481,default,-2.0
Z,g,0.317829457364341,default,-2.0
Z,h,0.22463768115942,default,-2.0
Z,i,0.19,default,-2.0
Z,j,0.163636363636364,default,-2.0
Z,k,0.32520325203252,default,-2.0
Z,l,0.201923076923077,default,-2.0
Z,m,0.185185185185185,default,-2.0
Z,n,0.211382113821138,default,-2.0
Z,o,0.222222222222222,default,-2.0
Z,p,0.253731343283582,default,-2.0
Z,q,0.238805970149254,default,-2.0
Z,r,0.237623762376238,default,-2.0
Z,s,0.181818181818182,default,-2.0
Z,t,0.214953271028037,default,-2.0
Z,u,0.241935483870968,default,-2.0
Z,v,0.363636363636364,default,-2.0
Z,w,0.257142857142857,default,-2.0
Z,x,0.292035398230089,default,-2.0
Z,y,0.363636363636364,default,-2.0
Z,z,0.431578947368421,default,-1.0
Z,~,0.180722891566265,default,-2.0
Z,°,0.157303370786517,default,-2.0
Z,é,0.263157894736842,default,-2.0
Z,—,0.133333333333333,default,-2.0
Z,‘,0.1375,default,-2.0
Z,’,0.151898734177215,default,-2.0
Z,“,0.153846153846154,default,-2.0
Z,”,0.168539325842697,default,-2.0
Z,™,0.203252032520325,default,-2.0
\,\,1.0,default,2.0
\,^,0.235294117647059,default,-2.0
\,_,0.05,default,-2.0
\,`,0.147058823529412,default,-2.0
\,a,0.207317073170732,default,-2.0
\,b,0.185567010309278,default,-2.0
\,c,0.227272727272727,default,-2.0
\,d,0.164948453608247,default,-2.0
\,e,0.202702702702703,default,-2.0
\,f,0.228571428571429,default,-2.0
\,g,0.149532710280374,default,-2.0
\,h,0.196078431372549,default,-2.0
\,i,0.309090909090909,default,-2.0
\,j,0.208955223880597,default,-2.0
\,k,0.171717171717172,default,-2.0
\,l,0.258064516129032,default,-2.0
\,m,0.16,default,-2.0
\,n,0.2,default,-2.0
\,o,0.170731707317073,default,-2.0
\,p,0.163461538461538,default,-2.0
\,q,0.155339805825243,default,-2.0
\,r,0.278688524590164,default,-2.0
\,s,0.152777777777778,default,-2.0
\,t,0.317460317460317,default,-2.0
\,u,0.215909090909091,default,-2.0
\,v,0.27536231884058,default,-2.0
\,w,0.18348623853211,default,-2.0
\,x,0.137931034482759,default,-2.0
\,y,0.25609756097561,default,-2.0
\,z,0.141025641025641,default,-2.0
\,~,0.0851063829787234,default,-2.0
