char1,char2,score,char_set,sub
=,x,0.157894736842105,default,-2.0
=,y,0.135802469135802,default,-2.0
=,z,0.2,default,-2.0
=,~,0.176470588235294,default,-2.0
=,°,0.216216216216216,default,-2.0
=,é,0.211267605633803,default,-2.0
=,—,0.303030303030303,default,-2.0
=,‘,0.137931034482759,default,-2.0
=,’,0.137931034482759,default,-2.0
=,“,0.205128205128205,default,-2.0
=,”,0.243243243243243,default,-2.0
=,™,0.168831168831169,default,-2.0
?,?,1.0,default,2.0
?,@,0.176470588235294,default,-2.0
?,A,0.174311926605505,default,-2.0
?,B,0.227642276422764,default,-2.0
?,C,0.218390804597701,default,-2.0
?,D,0.165413533834586,default,-2.0
?,E,0.219047619047619,default,-2.0
?,F,0.239583333333333,default,-2.0
?,G,0.172727272727273,default,-2.0
?,H,0.161073825503356,default,-2.0
?,I,0.265060240963855,default,-2.0
?,J,0.234042553191489,default,-2.0
?,K,0.207692307692308,default,-2.0
?,L,0.221052631578947,default,-2.0
?,M,0.171779141104294,default,-2.0
?,N,0.208,default,-2.0
?,O,0.168141592920354,default,-2.0
?,P,0.300970873786408,default,-2.0
?,Q,0.184,default,-2.0
?,R,0.254098360655738,default,-2.0
?,S,0.25,default,-2.0
?,T,0.311111111111111,default,-2.0
?,U,0.165137614678899,default,-2.0
?,V,0.23469387755102,default,-2.0
?,W,0.166666666666667,default,-2.0
?,X,0.192982456140351,default,-2.0
?,Y,0.366666666666667,default,-2.0
?,Z,0.402298850574713,default,-1.0
?,\,0.19047619047619,default,-2.0
?,^,0.245901639344262,default,-2.0
?,_,0.122448979591837,default,-2.0
?,`,0.155555555555556,default,-2.0
?,a,0.28735632183908,default,-2.0
?,b,0.219047619047619,default,-2.0
?,c,0.220779220779221,default,-2.0
?,d,0.2,default,-2.0
?,e,0.275,default,-2.0
?,f,0.2375,default,-2.0
?,g,0.236363636363636,default,-2.0
?,h,0.227272727272727,default,-2.0
?,i,0.231884057971014,default,-2.0
?,j,0.220779220779221,default,-2.0
?,k,0.216981132075472,default,-2.0
?,l,0.246575342465753,default,-2.0
?,m,0.196969696969697,default,-2.0
?,n,0.25,default,-2.0
?,o,0.267441860465116,default,-2.0
?,p,0.207207207207207,default,-2.0
?,q,0.189189189189189,default,-2.0
?,r,0.246575342465753,default,-2.0
?,s,0.230769230769231,default,-2.0
?,t,0.246753246753247,default,-2.0
?,u,0.237113402061856,default,-2.0
?,v,0.311688311688312,default,-2.0
?,w,0.213675213675214,default,-2.0
?,x,0.204301075268817,default,-2.0
?,y,0.333333333333333,default,-2.0
?,z,0.307692307692308,default,-2.0
?,~,0.185185185185185,default,-2.0
?,°,0.254545454545455,default,-2.0
?,é,0.25,default,-2.0
?,—,0.0983606557377049,default,-2.0
?,‘,0.1875,default,-2.0
?,’,0.212765957446809,default,-2.0
?,“,0.224137931034483,default,-2.0
?,”,0.228070175438596,default,-2.0
?,™,0.225806451612903,default,-2.0
@,@,1.0,default,2.0
@,A,0.215469613259669,default,-2.0
@,B,0.299465240641711,default,-2.0
@,C,0.253164556962025,default,-2.0
@,D,0.266666666666667,default,-2.0
@,E,0.215469613259669,default,-2.0
@,F,0.219653179190751,default,-2.0
@,G,0.292397660818713,default,-2.0
@,H,0.286407766990291,default,-2.0
@,I,0.186746987951807,default,-2.0
@,J,0.181818181818182,default,-2.0
@,K,0.251256281407035,default,-2.0
@,L,0.195402298850575,default,-2.0
@,M,0.280542986425339,default,-2.0
@,N,0.265625,default,-2.0
@,O,0.302325581395349,default,-2.0
@,P,0.269662921348315,default,-2.0
@,Q,0.290322580645161,default,-2.0
@,R,0.269430051813472,default,-2.0
@,S,0.224852071005917,default,-2.0
@,T,0.22093023255814,default,-2.0
@,U,0.273255813953488,default,-2.0
@,V,0.224137931034483,default,-2.0
@,W,0.256880733944954,default,-2.0
@,X,0.181347150259067,default,-2.0
@,Y,0.187845303867403,default,-2.0
@,Z,0.18232044198895,default,-2.0
@,\,0.0986842105263158,default,-2.0
@,^,0.150684931506849,default,-2.0
@,_,0.0575539568345324,default,-2.0
@,`,0.0510948905109489,default,-2.0
@,a,0.251533742331288,default,-2.0
@,b,0.215469613259669,default,-2.0
@,c,0.223684210526316,default,-2.0
@,d,0.217877094972067,default,-2.0
@,e,0.227848101265823,default,-2.0
@,f,0.179012345679012,default,-2.0
@,g,0.225806451612903,default,-2.0
@,h,0.233695652173913,default,-2.0
@,i,0.149350649350649,default,-2.0
@,j,0.1625,default,-2.0
@,k,0.241573033707865,default,-2.0
@,l,0.165605095541401,default,-2.0
@,m,0.25,default,-2.0
@,n,0.210526315789474,default,-2.0
@,o,0.210843373493976,default,-2.0
@,p,0.228260869565217,default,-2.0
@,q,0.244444444444444,default,-2.0
@,r,0.196078431372549,default,-2.0
@,s,0.189873417721519,default,-2.0
@,t,0.182389937106918,default,-2.0
@,u,0.27710843373494,default,-2.0
@,v,0.198757763975155,default,-2.0
@,w,0.231578947368421,default,-2.0
@,x,0.2,default,-2.0
@,y,0.181818181818182,default,-2.0
@,z,0.2125,default,-2.0
@,~,0.0985915492957746,default,-2.0
@,°,0.125874125874126,default,-2.0
@,é,0.231707317073171,default,-2.0
@,—,0.0666666666666667,default,-2.0
@,‘,0.0875912408759124,default,-2.0
@,’,0.0719424460431655,default,-2.0
@,“,0.156028368794326,default,-2.0
@,”,0.132867132867133,default,-2.0
@,™,0.211764705882353,default,-2.0
A,A,1.0,default,2.0
A,B,0.317241379310345,default,-2.0
A,C,0.206611570247934,default,-2.0
A,D,0.274509803921569,default,-2.0
A,E,0.235294117647059,default,-2.0
A,F,0.232558139534884,default,-2.0
A,G,0.215827338129496,default,-2.0
A,H,0.275449101796407,default,-2.0
A,I,0.260869565217391,default,-2.0
A,J,0.21875,default,-2.0
A,K,0.304635761589404,default,-2.0
A,L,0.248,default,-2.0
A,M,0.290502793296089,default,-2.0
A,N,0.290540540540541,default,-2.0
A,O,0.211267605633803,default,-2.0
A,P,0.27007299270073,default,-2.0
A,Q,0.198675496688742,default,-2.0
A,R,0.286666666666667,default,-2.0
A,S,0.270491803278689,default,-2.0
A,T,0.244094488188976,default,-2.0
A,U,0.227941176470588,default,-2.0
A,V,0.352941176470588,default,-2.0
A,W,0.329341317365269,default,-2.0
A,X,0.323308270676692,default,-2.0
A,Y,0.393162393162393,default,-2.0
A,Z,0.285714285714286,default,-2.0
A,\,0.263736263736264,default,-2.0
A,^,0.318181818181818,default,-2.0
A,_,0.104651162790698,default,-2.0
A,`,0.0952380952380952,default,-2.0
A,a,0.333333333333333,default,-2.0
A,b,0.282442748091603,default,-2.0
A,c,0.218181818181818,default,-2.0
A,d,0.286821705426357,default,-2.0
A,e,0.302752293577982,default,-2.0
A,f,0.208695652173913,default,-2.0
A,g,0.294117647058824,default,-2.0
A,h,0.356589147286822,default,-2.0
A,i,0.237623762376238,default,-2.0
A,j,0.175438596491228,default,-2.0
A,k,0.251851851851852,default,-2.0
A,l,0.190909090909091,default,-2.0
A,m,0.294117647058824,default,-2.0
A,n,0.371681415929204,default,-2.0
A,o,0.307017543859649,default,-2.0
A,p,0.260869565217391,default,-2.0
A,q,0.255474452554745,default,-2.0
A,r,0.235849056603774,default,-2.0
A,s,0.225225225225225,default,-2.0
A,t,0.259259259259259,default,-2.0
A,u,0.300813008130081,default,-2.0
A,v,0.293577981651376,default,-2.0
A,w,0.290780141843972,default,-2.0
A,x,0.235772357723577,default,-2.0
A,y,0.322033898305085,default,-2.0
A,z,0.256637168141593,default,-2.0
A,~,0.130434782608696,default,-2.0
A,°,0.184782608695652,default,-2.0
A,é,0.363636363636364,default,-2.0
A,—,0.136842105263158,default,-2.0
A,‘,0.127906976744186,default,-2.0
A,’,0.127906976744186,default,-2.0
A,“,0.168421052631579,default,-2.0
A,”,0.195652173913043,default,-2.0
A,™,0.203125,default,-2.0
B,B,1.0,default,2.0
B,C,0.352,default,-2.0
B,D,0.639097744360902,default,0.0
B,E,0.690265486725664,default,0.0
B,F,0.610619469026549,default,0.0
B,G,0.324137931034483,default,-2.0
B,H,0.421686746987952,default,-1.0
B,I,0.570093457943925,default,0.0
B,J,0.455284552845528,default,-1.0
B,K,0.538461538461538,default,0.0
B,L,0.612612612612613,default,0.0
B,M,0.302564102564103,default,-2.0
B,N,0.38961038961039,default,-2.0
B,O,0.308724832214765,default,-2.0
B,P,0.669491525423729,default,0.0
B,Q,0.255952380952381,default,-2.0
B,R,0.62406015037594,default,0.0
B,S,0.483333333333333,default,-1.0
B,T,0.560344827586207,default,0.0
B,U,0.397058823529412,default,-2.0
B,V,0.314285714285714,default,-2.0
B,W,0.256410256410256,default,-2.0
B,X,0.335570469798658,default,-2.0
B,Y,0.300699300699301,default,-2.0
B,Z,0.360294117647059,default,-2.0
B,\,0.179487179487179,default,-2.0
B,^,0.177966101694915,default,-2.0
B,_,0.0925925925925926,default,-2.0
B,`,0.0747663551401869,default,-2.0
B,a,0.377952755905512,default,-2.0
B,b,0.4921875,default,-1.0
B,c,0.319327731092437,default,-2.0
B,d,0.4,default,-1.0
B,e,0.330645161290323,default,-2.0
B,f,0.384615384615385,default,-2.0
B,g,0.401408450704225,default,-1.0
B,h,0.477611940298507,default,-1.0
B,i,0.333333333333333,default,-2.0
B,j,0.319327731092437,default,-2.0
B,k,0.381294964028777,default,-2.0
B,l,0.36283185840708,default,-2.0
B,m,0.416666666666667,default,-1.0
B,n,0.495798319327731,default,-1.0
B,o,0.398373983739837,default,-2.0
B,p,0.470149253731343,default,-1.0
B,q,0.373239436619718,default,-2.0
B,r,0.327586206896552,default,-2.0
B,s,0.261904761904762,default,-2.0
B,t,0.407079646017699,default,-1.0
B,u,0.452380952380952,default,-1.0
B,v,0.291338582677165,default,-2.0
B,w,0.305732484076433,default,-2.0
B,x,0.286764705882353,default,-2.0
B,y,0.269503546099291,default,-2.0
B,z,0.259541984732824,default,-2.0
B,~,0.123893805309735,default,-2.0
B,°,0.137931034482759,default,-2.0
B,é,0.330769230769231,default,-2.0
B,—,0.0826446280991736,default,-2.0
B,‘,0.111111111111111,default,-2.0
B,’,0.111111111111111,default,-2.0
B,“,0.165217391304348,default,-2.0
B,”,0.146551724137931,default,-2.0
B,™,0.25531914893617,default,-2.0
C,C,1.0,default,2.0
C,D,0.362204724409449,default,-2.0
C,E,0.474747474747475,default,-1.0
C,F,0.412371134020619,default,-1.0
C,G,0.615384615384615,default,0.0
C,H,0.290540540540541,default,-2.0
C,I,0.351648351648352,default,-2.0
C,J,0.313725490196078,default,-2.0
C,K,0.315789473684211,default,-2.0
C,L,0.410526315789474,default,-1.0
C,M,0.201149425287356,default,-2.0
C,N,0.251851851851852,default,-2.0
C,O,0.648351648351648,default,0.0
C,P,0.345132743362832,default,-2.0
C,Q,0.495495495495495,default,-1.0
C,R,0.315384615384615,default,-2.0
C,S,0.343434343434343,default,-2.0
C,T,0.346534653465347,default,-2.0
C,U,0.380952380952381,default,-2.0
C,V,0.275229357798165,default,-2.0
C,W,0.176470588235294,default,-2.0
C,X,0.283333333333333,default,-2.0
C,Y,0.27027027027027,default,-2.0
C,Z,0.261261261261261,default,-2.0
C,\,0.207792207792208,default,-2.0
C,^,0.205128205128205,default,-2.0
C,_,0.0895522388059701,default,-2.0
C,`,0.129032258064516,default,-2.0
C,a,0.226415094339623,default,-2.0
C,b,0.258620689655172,default,-2.0
C,c,0.365853658536585,default,-2.0
C,d,0.321100917431193,default,-2.0
C,e,0.333333333333333,default,-2.0
C,f,0.314606741573034,default,-2.0
C,g,0.241935483870968,default,-2.0
C,h,0.233870967741935,default,-2.0
C,i,0.320512820512821,default,-2.0
C,j,0.244444444444444,default,-2.0
C,k,0.225,default,-2.0
C,l,0.297619047619048,default,-2.0
C,m,0.213793103448276,default,-2.0
C,n,0.29126213592233,default,-2.0
C,o,0.295918367346939,default,-2.0
C,p,0.277310924369748,default,-2.0
C,q,0.315789473684211,default,-2.0
C,r,0.329268292682927,default,-2.0
C,s,0.2,default,-2.0
C,t,0.407407407407407,default,-1.0
C,u,0.26605504587156,default,-2.0
C,v,0.279569892473118,default,-2.0
C,w,0.212121212121212,default,-2.0
C,x,0.226415094339623,default,-2.0
C,y,0.229357798165138,default,-2.0
C,z,0.237113402061856,default,-2.0
C,~,0.154929577464789,default,-2.0
C,°,0.16,default,-2.0
C,é,0.333333333333333,default,-2.0
C,—,0.0779220779220779,default,-2.0
C,‘,0.19047619047619,default,-2.0
C,’,0.153846153846154,default,-2.0
C,“,0.171052631578947,default,-2.0
C,”,0.157894736842105,default,-2.0
C,™,0.168141592920354,default,-2.0
D,D,1.0,default,2.0
D,E,0.598360655737705,default,0.0
D,F,0.576271186440678,default,0.0
D,G,0.370629370629371,default,-2.0
D,H,0.621621621621622,default,0.0
D,I,0.54954954954955,default,0.0
D,J,0.440944881889764,default,-1.0
D,K,0.454545454545455,default,-1.0
D,L,0.591304347826087,default,0.0
D,M,0.303030303030303,default,-2.0
D,N,0.406451612903226,default,-1.0
D,O,0.485074626865672,default,-1.0
D,P,0.534351145038168,default,0.0
D,Q,0.414473684210526,default,-1.0
D,R,0.517241379310345,default,0.0
D,S,0.348148148148148,default,-2.0
D,T,0.528925619834711,default,0.0
D,U,0.577235772357724,default,0.0
D,V,0.27891156462585,default,-2.0
D,W,0.310526315789474,default,-2.0
D,X,0.292993630573248,default,-2.0
D,Y,0.275167785234899,default,-2.0
D,Z,0.303448275862069,default,-2.0
D,\,0.173553719008264,default,-2.0
D,^,0.125984251968504,default,-2.0
D,_,0.0892857142857143,default,-2.0
D,`,0.0720720720720721,default,-2.0
D,a,0.23448275862069,default,-2.0
D,b,0.41304347826087,default,-1.0
D,c,0.277777777777778,default,-2.0
D,d,0.34965034965035,default,-2.0
D,e,0.261194029850746,default,-2.0
D,f,0.360655737704918,default,-2.0
D,g,0.309677419354839,default,-2.0
D,h,0.364864864864865,default,-2.0
D,i,0.321739130434783,default,-2.0
D,j,0.308943089430894,default,-2.0
D,k,0.315436241610738,default,-2.0
D,l,0.35042735042735,default,-2.0
D,m,0.300578034682081,default,-2.0
D,n,0.410852713178295,default,-1.0
D,o,0.343511450381679,default,-2.0
D,p,0.386206896551724,default,-2.0
D,q,0.344594594594595,default,-2.0
D,r,0.305785123966942,default,-2.0
D,s,0.198529411764706,default,-2.0
D,t,0.393162393162393,default,-2.0
D,u,0.345323741007194,default,-2.0
D,v,0.235294117647059,default,-2.0
D,w,0.30625,default,-2.0
D,x,0.226027397260274,default,-2.0
D,y,0.228187919463087,default,-2.0
D,z,0.207142857142857,default,-2.0
D,~,0.11965811965812,default,-2.0
D,°,0.133333333333333,default,-2.0
D,é,0.246478873239437,default,-2.0
D,—,0.08,default,-2.0
D,‘,0.107142857142857,default,-2.0
D,’,0.107142857142857,default,-2.0
D,“,0.121951219512195,default,-2.0
D,”,0.122950819672131,default,-2.0
D,™,0.256944444444444,default,-2.0
E,E,1.0,default,2.0
E,F,0.747252747252747,default,1.0
E,G,0.352,default,-2.0
E,H,0.458904109589041,default,-1.0
E,I,0.686046511627907,default,0.0
E,J,0.544554455445545,default,0.0
E,K,0.588709677419355,default,0.0
E,L,0.813953488372093,default,1.0
E,M,0.276243093922652,default,-2.0
E,N,0.394160583941606,default,-2.0
E,O,0.376,default,-2.0
E,P,0.611111111111111,default,0.0
E,Q,0.323943661971831,default,-2.0
E,R,0.59504132231405,default,0.0
E,S,0.371681415929204,default,-2.0
E,T,0.645833333333333,default,0.0
E,U,0.439655172413793,default,-1.0
E,V,0.308943089430894,default,-2.0
E,W,0.226519337016575,default,-2.0
E,X,0.375,default,-2.0
E,Y,0.347107438016529,default,-2.0
E,Z,0.433628318584071,default,-1.0
E,\,0.210526315789474,default,-2.0
E,^,0.16,default,-2.0
E,_,0.130952380952381,default,-2.0
E,`,0.0952380952380952,default,-2.0
E,a,0.266666666666667,default,-2.0
E,b,0.423728813559322,default,-1.0
E,c,0.326732673267327,default,-2.0
E,d,0.338709677419355,default,-2.0
E,e,0.279279279279279,default,-2.0
E,f,0.447916666666667,default,-1.0
E,g,0.364341085271318,default,-2.0
E,h,0.388888888888889,default,-2.0
E,i,0.420454545454545,default,-1.0
E,j,0.395833333333333,default,-2.0
E,k,0.396694214876033,default,-2.0
E,l,0.455555555555556,default,-1.0
E,m,0.294117647058824,default,-2.0
E,n,0.347826086956522,default,-2.0
E,o,0.295652173913043,default,-2.0
E,p,0.392,default,-2.0
E,q,0.323076923076923,default,-2.0
E,r,0.364583333333333,default,-2.0
E,s,0.247706422018349,default,-2.0
E,t,0.511111111111111,default,0.0
E,u,0.34453781512605,default,-2.0
E,v,0.293577981651376,default,-2.0
E,w,0.238095238095238,default,-2.0
E,x,0.299145299145299,default,-2.0
E,y,0.289256198347107,default,-2.0
E,z,0.245614035087719,default,-2.0
E,~,0.155555555555556,default,-2.0
E,°,0.159574468085106,default,-2.0
E,é,0.282051282051282,default,-2.0
E,—,0.136842105263158,default,-2.0
E,‘,0.141176470588235,default,-2.0
E,’,0.141176470588235,default,-2.0
E,“,0.15625,default,-2.0
E,”,0.157894736842105,default,-2.0
E,™,0.262295081967213,default,-2.0
F,F,1.0,default,2.0
F,G,0.290322580645161,default,-2.0
F,H,0.5,default,0.0
F,I,0.813333333333333,default,1.0
F,J,0.615384615384615,default,0.0
F,K,0.579831932773109,default,0.0
F,L,0.670454545454545,default,0.0
F,M,0.283236994219653,default,-2.0
F,N,0.389312977099237,default,-2.0
F,O,0.314516129032258,default,-2.0
F,P,0.71875,default,1.0
F,Q,0.278571428571429,default,-2.0
F,R,0.628318584070796,default,0.0
F,S,0.351851851851852,default,-2.0
F,T,0.732558139534884,default,1.0
F,U,0.385964912280702,default,-2.0
F,V,0.357142857142857,default,-2.0
F,W,0.238372093023256,default,-2.0
F,X,0.325396825396825,default,-2.0
F,Y,0.375,default,-2.0
F,Z,0.366071428571429,default,-2.0
F,\,0.247058823529412,default,-2.0
F,^,0.16304347826087,default,-2.0
F,_,0.146666666666667,default,-2.0
F,`,0.106666666666667,default,-2.0
F,a,0.288288288288288,default,-2.0
F,b,0.370689655172414,default,-2.0
F,c,0.358695652173913,default,-2.0
F,d,0.365217391304348,default,-2.0
F,e,0.303921568627451,default,-2.0
F,f,0.511627906976744,default,0.0
F,g,0.336,default,-2.0
F,h,0.349593495934959,default,-2.0
F,i,0.468354430379747,default,-1.0
F,j,0.436781609195402,default,-1.0
F,k,0.391304347826087,default,-2.0
F,l,0.506172839506173,default,0.0
F,m,0.321678321678322,default,-2.0
F,n,0.377358490566038,default,-2.0
F,o,0.308411214953271,default,-2.0
F,p,0.447368421052632,default,-1.0
F,q,0.347107438016529,default,-2.0
F,r,0.418604651162791,default,-1.0
F,s,0.257425742574257,default,-2.0
F,t,0.548780487804878,default,0.0
F,u,0.385321100917431,default,-2.0
F,v,0.346938775510204,default,-2.0
F,w,0.253623188405797,default,-2.0
F,x,0.324074074074074,default,-2.0
F,y,0.336363636363636,default,-2.0
F,z,0.254716981132075,default,-2.0
F,~,0.130952380952381,default,-2.0
F,°,0.176470588235294,default,-2.0
F,é,0.305555555555556,default,-2.0
F,—,0.137931034482759,default,-2.0
F,‘,0.157894736842105,default,-2.0
F,’,0.157894736842105,default,-2.0
F,“,0.172413793103448,default,-2.0
F,”,0.174418604651163,default,-2.0
F,™,0.260869565217391,default,-2.0
G,G,1.0,default,2.0
G,H,0.407894736842105,default,-1.0
G,I,0.292035398230089,default,-2.0
G,J,0.246031746031746,default,-2.0
G,K,0.269230769230769,default,-2.0
G,L,0.308333333333333,default,-2.0
G,M,0.227513227513228,default,-2.0
G,N,0.297297297297297,default,-2.0
G,O,0.679611650485437,default,0.0
G,P,0.25,default,-2.0
G,Q,0.536585365853659,default,0.0
G,R,0.25974025974026,default,-2.0
G,S,0.380530973451327,default,-2.0
G,T,0.292682926829268,default,-2.0
G,U,0.423728813559322,default,-1.0
G,V,0.255813953488372,default,-2.0
G,W,0.245810055865922,default,-2.0
G,X,0.229166666666667,default,-2.0
G,Y,0.205882352941176,default,-2.0
G,Z,0.244274809160305,default,-2.0
G,\,0.16,default,-2.0
G,^,0.17,default,-2.0
G,_,0.0786516853932584,default,-2.0
G,`,0.0941176470588235,default,-2.0
G,a,0.204724409448819,default,-2.0
G,b,0.233576642335766,default,-2.0
G,c,0.298076923076923,default,-2.0
G,d,0.274809160305344,default,-2.0
G,e,0.265486725663717,default,-2.0
G,f,0.25,default,-2.0
G,g,0.25531914893617,default,-2.0
G,h,0.213793103448276,default,-2.0
G,i,0.247524752475248,default,-2.0
G,j,0.227272727272727,default,-2.0
G,k,0.214285714285714,default,-2.0
G,l,0.233644859813084,default,-2.0
G,m,0.206060606060606,default,-2.0
G,n,0.268292682926829,default,-2.0
G,o,0.282051282051282,default,-2.0
G,p,0.223776223776224,default,-2.0
G,q,0.262773722627737,default,-2.0
G,r,0.269230769230769,default,-2.0
G,s,0.170940170940171,default,-2.0
G,t,0.317307692307692,default,-2.0
G,u,0.238461538461538,default,-2.0
G,v,0.224137931034483,default,-2.0
G,w,0.27972027972028,default,-2.0
G,x,0.1953125,default,-2.0
G,y,0.207692307692308,default,-2.0
G,z,0.181818181818182,default,-2.0
G,~,0.117021276595745,default,-2.0
G,°,0.134020618556701,default,-2.0
G,é,0.26890756302521,default,-2.0
G,—,0.101010101010101,default,-2.0
G,‘,0.13953488372093,default,-2.0
G,’,0.126436781609195,default,-2.0
G,“,0.131313131313131,default,-2.0
G,”,0.144329896907216,default,-2.0
